,name,party,label,link
228,Malik Ewa,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=229&type=A
229,Maliszewski Mirosław,PSL,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=230&type=A
230,Małecka-Libera Beata,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=231&type=A
231,Małecki Jerzy,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=232&type=A
232,Małecki Maciej,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=233&type=A
233,Marchewka Arkadiusz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=234&type=A
234,Masłowska Gabriela,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=235&type=A
235,Masłowski Maciej,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=236&type=A
236,Materna Jerzy,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=237&type=A
237,Mateusiak-Pielucha Beata,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=238&type=A
238,Matusiak Grzegorz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=239&type=A
239,Matusiewicz Andrzej,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=240&type=A
240,Matuszewski Marek,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=241&type=A
241,Matuszny Kazimierz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=242&type=A
242,Mazurek Beata,PiS,członek prezydium klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=243&type=A
243,Meysztowicz Jerzy,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=244&type=A
244,Mężydło Antoni,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=245&type=A
245,Miazga Mieczysław,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=246&type=A
246,Michałek Iwona,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=247&type=A
247,Michałkiewicz Krzysztof,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=248&type=A
248,Mieszkowski Krzysztof,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=249&type=A
249,Milczanowska Anna,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=250&type=A
250,Milewski Daniel,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=251&type=A
251,Miller Rajmund,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=252&type=A
252,Misiło Piotr,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=253&type=A
253,Młyńczak Aldona,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=254&type=A
254,Morawiecki Kornel,Kukiz15,członek zarządu klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=255&type=A
255,Mordak Robert,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=256&type=A
256,Mosiński Jan,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=257&type=A
257,Moskal Kazimierz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=258&type=A
258,Możdżanowska Andżelika,PSL,wiceprzewodnicząca klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=259&type=A
259,Mroczek Czesław,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=260&type=A
260,Mrówczyński Aleksander,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=261&type=A
261,Mrzygłocka Izabela Katarzyna,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=262&type=A
262,Mucha Joanna,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=263&type=A
263,Mularczyk Arkadiusz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=264&type=A
264,Munyama Killion,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=265&type=A
265,Murdzek Wojciech,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=266&type=A
266,Myrcha Arkadiusz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=267&type=A
267,Naimski Piotr,PiS,wiceprzewodniczący klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=268&type=A
268,Nemś Anna,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=269&type=A
269,Neumann Sławomir,PO,przewodniczący klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=270&type=A
270,Niedziela Dorota,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=271&type=A
271,Niemczyk Małgorzata,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=272&type=A
272,Niesiołowski Stefan,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=273&type=A
273,Nitras Sławomir,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=274&type=A
274,Nowak Tomasz Piotr,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=275&type=A
275,Nykiel Mirosława,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=276&type=A
276,Nykiel Włodzimierz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=277&type=A
277,Obrycki Norbert,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=278&type=A
278,Okła-Drewnowicz Marzena,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=279&type=A
279,Olszewski Paweł,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=280&type=A
280,Olszówka Piotr,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=281&type=A
281,Ołdakowski Adam,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=282&type=A
282,Opioła Marek,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=283&type=A
283,Osos Katarzyna,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=284&type=A
284,Ostrowski Krzysztof,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=285&type=A
285,Osuch Jacek,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=286&type=A
286,Paluch Anna,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=287&type=A
287,Pampuch Mirosław,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=288&type=A
288,Papke Paweł,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=289&type=A
289,Parda Błażej,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=290&type=A
290,Pasławska Urszula,PSL,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=291&type=A
291,Paszyk Krzysztof,PSL,sekretarz klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=292&type=A
292,Paul Jerzy,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=293&type=A
293,Pawłowicz Krystyna,PiS,członek prezydium klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=294&type=A
294,Pawłowicz Zbigniew,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=295&type=A
295,Petru Ryszard,N,przewodniczący klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=296&type=A
296,Pępek Małgorzata,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=297&type=A
297,Piechota Sławomir Jan,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=298&type=A
298,Pietraszewska Danuta,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=299&type=A
299,Pięta Stanisław,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=300&type=A
300,Piontkowski Dariusz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=301&type=A
301,Piotrowicz Stanisław,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=302&type=A
302,Piotrowska Teresa,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=303&type=A
303,Plocke Kazimierz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=304&type=A
304,Polaczek Jerzy,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=305&type=A
305,Polak Marek,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=306&type=A
306,Polak Piotr,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=307&type=A
307,Pomaska Agnieszka,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=308&type=A
308,Porwich Jarosław,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=309&type=A
309,Porzucek Marcin,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=310&type=A
310,Protas Jacek,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=311&type=A
311,Protasiewicz Jacek,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=312&type=A
312,Pszczółkowski Piotr,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=313&type=A
313,Puda Grzegorz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=314&type=A
314,Pudłowski Paweł,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=315&type=A
315,Pyzik Piotr,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=316&type=A
316,Radziszewska Elżbieta,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=317&type=A
317,Rafalska Elżbieta,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=318&type=A
318,Raniewicz Grzegorz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=319&type=A
319,Raś Ireneusz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=320&type=A
320,Romecki Stefan,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=321&type=A
321,Rosa Monika,N,sekretarz klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=322&type=A
322,Rozpondek Halina,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=323&type=A
323,Ruciński Marek,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=324&type=A
324,Rusecka Urszula,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=325&type=A
325,Ruszczyk Leszek,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=326&type=A
326,Rutkowska Dorota,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=327&type=A
327,Rutnicki Jakub,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=328&type=A
328,Rząsa Marek,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=329&type=A
329,Rzepecki Łukasz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=330&type=A
330,Rzońca Bogdan,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=331&type=A
331,Rzymkowski Tomasz,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=332&type=A
332,Sachajko Jarosław,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=333&type=A
333,Sanocki Janusz,niez.,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=334&type=A
334,Sasin Jacek,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=335&type=A
335,Sawicki Marek,PSL,wiceprzewodniczący klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=336&type=A
336,Schetyna Grzegorz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=337&type=A
337,Scheuring-Wielgus Joanna,N,wiceprzewodnicząca klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=338&type=A
338,Schmidt Joanna,N,wiceprzewodnicząca klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=339&type=A
339,Schmidt-Rodziewicz Anna,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=340&type=A
340,Schreiber Grzegorz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=341&type=A
341,Schreiber Łukasz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=342&type=A
342,Sellin Jarosław,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=343&type=A
343,Siarka Edward,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=344&type=A
344,Siarkowska Anna,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=345&type=A
345,Sibińska Krystyna,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=346&type=A
346,Siemoniak Tomasz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=347&type=A
347,Sitarski Krzysztof,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=348&type=A
348,Skowrońska Krystyna,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=349&type=A
349,Skurkiewicz Wojciech,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=350&type=A
350,Skutecki Paweł,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=351&type=A
351,Smirnow Andrzej,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=352&type=A
352,Smoliński Kazimierz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=353&type=A
353,Sobecka Anna Elżbieta,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=354&type=A
354,Sobierajski Czesław,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=355&type=A
355,Soboń Artur,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=356&type=A
356,Sonik Bogusław,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=357&type=A
357,Sosnowski Zbigniew,PSL,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=358&type=A
358,Sośnierz Andrzej,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=359&type=A
359,Sowa Marek,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=360&type=A
360,Sprawka Lech,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=361&type=A
361,Stachowiak-Różecka Mirosława,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=362&type=A
362,Starzycki Dariusz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=363&type=A
363,Stasiński Michał,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=364&type=A
364,Stawiarski Jarosław,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=365&type=A
365,Stępień Elżbieta,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=366&type=A
366,Suchoń Mirosław,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=367&type=A
367,Suski Marek,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=368&type=A
368,Suski Paweł,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=369&type=A
369,Szałabawka Artur,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=370&type=A
370,Szarama Wojciech,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=371&type=A
371,Szczerba Michał,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=372&type=A
372,Szczurek-Żelazko Józefa,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=373&type=A
373,Szczypińska Jolanta,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=374&type=A
374,Szefernaker Paweł,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=375&type=A
375,Szewczak Jan,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=376&type=A
376,Szlachetka Jarosław,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=377&type=A
377,Szlachta Andrzej,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=378&type=A
378,Szłapka Adam,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=379&type=A
379,Szramka Paweł,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=380&type=A
380,Szulowski Krzysztof,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=381&type=A
381,Szumilas Krystyna,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=382&type=A
382,Szwed Stanisław,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=383&type=A
383,Szydełko Halina,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=384&type=A
384,Szydło Beata,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=385&type=A
385,Szydłowska Bożena,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=386&type=A
386,Szymańska Ewa,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=387&type=A
387,Szymański Tomasz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=388&type=A
388,Szynkowski Vel Sęk Szymon,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=389&type=A
389,Szyszko Jan,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=390&type=A
390,Ścigaj Agnieszka,Kukiz15,wiceprzewodnicząca klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=391&type=A
391,Śledzińska-Katarasińska Iwona,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=392&type=A
392,Śniadek Janusz,PiS,członek prezydium klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=393&type=A
393,Świat Jacek,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=394&type=A
394,Święcicki Marcin,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=395&type=A
395,Tarczyński Dominik,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=396&type=A
396,Tchórzewski Krzysztof,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=397&type=A
397,Telus Robert,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=398&type=A
398,Terlecki Ryszard,PiS,przewodniczący klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=399&type=A
399,Tobiszowski Grzegorz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=400&type=A
400,Tokarska Genowefa,PSL,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=401&type=A
401,Tomaszewska Ewa,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=402&type=A
402,Tomczak Jacek,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=403&type=A
403,Tomczyk Cezary,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=404&type=A
404,Tomczykiewicz Tomasz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=405&type=A
405,Truskolaski Krzysztof,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=406&type=A
406,Trzaskowski Rafał,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=407&type=A
407,Tułajew Sylwester,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=408&type=A
408,Tyszka Stanisław,Kukiz15,członek zarządu klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=409&type=A
409,Tyszkiewicz Robert,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=410&type=A
410,Urbaniak Jarosław,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=411&type=A
411,Uruski Piotr,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=412&type=A
412,Uściński Piotr,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=413&type=A
413,Wargocka Teresa,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=414&type=A
414,Warwas Robert,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=415&type=A
415,Warzecha Jan,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=416&type=A
416,Wasilewska Anna,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=417&type=A
417,Wassermann Małgorzata,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=418&type=A
418,Waszczykowski Witold,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=419&type=A
419,Wąsik Maciej,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=420&type=A
420,Weber Rafał,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=421&type=A
421,Wielichowska Monika,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=422&type=A
422,Wilczyński Ryszard,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=423&type=A
423,Wilk Jacek,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=424&type=A
424,Wilk Jerzy,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=425&type=A
425,Wilk Wojciech,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=426&type=A
426,Winnicki Robert,Kukiz15,członek zarządu klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=427&type=A
427,Witczak Mariusz,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=428&type=A
428,Witek Elżbieta,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=429&type=A
429,Wojciechowski Grzegorz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=430&type=A
430,Wojtkiewicz Michał,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=431&type=A
431,Woźniak Grzegorz Adam,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=432&type=A
432,Woźniak Tadeusz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=433&type=A
433,Wójcik Marek,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=434&type=A
434,Wójcik Michał,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=435&type=A
435,Wójcikowski Rafał,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=436&type=A
436,Wróblewska Kornelia,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=437&type=A
437,Wróblewska Krystyna,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=438&type=A
438,Wróblewski Bartłomiej,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=439&type=A
439,Wypych Małgorzata,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=440&type=A
440,Zagórski Marek,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=441&type=A
441,Zalewska Anna,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=442&type=A
442,Zaremba Krzysztof,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=443&type=A
443,Zasada Artur,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=444&type=A
444,Zawiślak Sławomir,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=445&type=A
445,Zbonikowski Łukasz,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=446&type=A
446,Zembaczyński Witold,N,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=447&type=A
447,Zembala Marian,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=448&type=A
448,Zgorzelski Piotr,PSL,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=449&type=A
449,Zieliński Jarosław,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=450&type=A
450,Ziemniak Wojciech,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=451&type=A
451,Ziobro Zbigniew,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=452&type=A
452,Ziółkowski Szymon,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=453&type=A
453,Zuba Maria,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=454&type=A
454,Zubowski Wojciech,PiS,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=455&type=A
455,Zwiercan Małgorzata,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=456&type=A
456,Zyska Ireneusz,Kukiz15,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=457&type=A
457,Żalek Jacek,PiS,wiceprzewodniczący klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=458&type=A
458,Żmijan Stanisław,PO,None,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=459&type=A
459,Żyżyński Jerzy,PiS,członek prezydium klubu,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=460&type=A
